Compound ID,Observed Value,ISIDA Predicted Value,CDK Predicted Value,Consensus Prediction,Error from Consensus,Avg of Observed,Error from Avg,Error from ISIDA,Error from CDK
95501,3.23,4.411,4.33,4.3705,1.1405,4.80,1.573921971,1.181,1.1
98862,2.45,3.012,3.237,3.1245,0.6745,4.80,2.353921971,0.562,0.787
98886443,6.75,6.924,6.478,6.701,0.049,4.80,1.946078029,0.174,0.272
98967409,3.51,4.759,4.9,4.8295,1.3195,4.80,1.293921971,1.249,1.39
99354,4.9,5.415,5.142,5.2785,0.3785,4.80,0.096078029,0.515,0.242
99650,5.62,5.457,5.427,5.442,0.178,4.80,0.816078029,0.163,0.193
100516,2.88,3.308,3.22,3.264,0.384,4.80,1.923921971,0.428,0.34
100784201,4.64,4.673,4.513,4.593,0.047,4.80,0.163921971,0.033,0.127
105602,3.35,4.227,3.841,4.034,0.684,4.80,1.453921971,0.877,0.491
106376,4.37,4.494,4.338,4.416,0.046,4.80,0.433921971,0.124,0.032
107073,3.25,3.816,4.094,3.955,0.705,4.80,1.553921971,0.566,0.844
107982,1.98,3.05,3.007,3.0285,1.0485,4.80,2.823921971,1.07,1.027
108054,2.93,3.302,3.379,3.3405,0.4105,4.80,1.873921971,0.372,0.449
108101,2.6,2.976,3.128,3.052,0.452,4.80,2.203921971,0.376,0.528
108601,3.68,3.784,4.166,3.975,0.295,4.80,1.123921971,0.104,0.486
112281773,5.71,5.203,5.402,5.3025,0.4075,4.80,0.906078029,0.507,0.308
112410238,5.29,4.787,4.991,4.889,0.401,4.80,0.486078029,0.503,0.299
122145,6.35,6.575,6.443,6.509,0.159,4.80,1.546078029,0.225,0.093
122394,4.83,4.387,3.968,4.1775,0.6525,4.80,0.026078029,0.443,0.862
123911,3.96,3.294,3.522,3.408,0.552,4.80,0.843921971,0.666,0.438
125116236,4.87,4.868,5.124,4.996,0.126,4.80,0.066078029,0.002,0.254
125401925,4.66,4.801,4.65,4.7255,0.0655,4.80,0.143921971,0.141,0.01
127277536,3.42,4.118,4.505,4.3115,0.8915,4.80,1.383921971,0.698,1.085
129630199,4.32,5.345,5.231,5.288,0.968,4.80,0.483921971,1.025,0.911
